DB00820	D004938	DB09037
DB11942	D018218	DB09570
DB01202	D009422	DB00909
DB00317	D012140	DB11791
DB09035	D001254	DB00853
DB00671	D001423	DB00537
DB08910	D014652	DB00480
DB09570	D007154	DB08910
DB00959	D007154	DB00099
DB00454	D006086	DB01042
DB00039	D012871	DB01008
DB01229	D009385	DB00361
DB00091	D009190	DB06273
DB11760	D014570	DB06626
DB00112	D000291	DB01248
DB11714	D012140	DB09074
DB11922	D029424	DB00338
DB00332	D006967	DB01001
DB00760	D064147	DB00601
DB00997	D009101	DB00091
DB01042	D020141	DB00091
DB06817	D015229	DB00238
DB00316	D053684	DB01050
DB09330	D008171	DB00958
DB00316	D010149	DB00327
DB12887	D014565	DB05812
DB05219	D030342	DB11058
DB01005	D009375	DB00853
DB00073	D007160	DB05220
DB00531	D009422	DB00099
DB00927	D001832	DB01075
DB01030	D005910	DB00853
DB00316	D001832	DB01200
DB12887	D018193	DB01045
DB00480	D014652	DB00997
DB00072	D009375	DB00526
DB00316	D054219	DB00091
DB01269	D009375	DB00762
DB01254	D006402	DB04868
DB01024	D003240	DB00864
DB01217	D009369	DB00112
DB00087	D054429	DB01042
DB00530	D009385	DB08828
DB00997	D008228	DB00631
DB00526	D013272	DB11595
DB14865	D008175	DB00531
DB06186	D003108	DB11595
DB09073	D009372	DB00853
DB00531	D002577	DB01073
DB15302	D012142	DB09037
DB11759	D013577	DB00928
DB00987	D007160	DB09110
DB00958	D002283	DB12332
DB00650	D018307	DB01248
DB01234	D002493	DB01075
DB01073	D012140	DB00041
DB00526	D005767	DB00002
DB00635	D007160	DB15044
DB00619	D054198	DB00563
DB09035	D005128	DB14851
DB06186	D009380	DB12513
DB00539	D009371	DB01006
DB11595	D009371	DB15409
DB01075	D000743	DB01042
DB00041	D009101	DB00531
DB12101	D008206	DB00531
DB00091	D010265	DB00531
DB00773	D003389	DB00997
DB15091	D001168	DB00563
DB01101	D005767	DB01229
DB00188	D002283	DB01248
DB00997	D012871	DB01229
DB11718	D018358	DB06186
DB00072	D001941	DB08899
DB09053	D010335	DB00480
DB11595	D002277	DB00773
DB14989	D008206	DB09053
DB00531	D008232	DB00635
DB00951	D012192	DB00330
DB01101	D004066	DB11652
DB08882	D004938	DB11595
DB00390	D008107	DB00682
DB00497	D046110	DB00316
DB01075	D004066	DB00316
DB04572	D006086	DB01073
DB11663	D013899	DB00958
DB00531	D003108	DB00526
DB00526	D005767	DB01229
DB01590	D001941	DB11730
DB00571	D001835	DB03128
DB01073	D002277	DB01008
DB08889	D009370	DB01041
DB00814	D005530	DB00316
