#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ALKBH8	TARBP1	9606.ENSP00000397673	9606.ENSP00000040877	0.042	0	0	0	0.106	0.056	0	0.596	0.629
ALKBH8	TRMT6	9606.ENSP00000397673	9606.ENSP00000203001	0	0	0	0	0.168	0.061	0	0.794	0.825
ALKBH8	PUS3	9606.ENSP00000397673	9606.ENSP00000227474	0	0	0	0	0.091	0.061	0	0.483	0.521
ALKBH8	MOCS3	9606.ENSP00000397673	9606.ENSP00000244051	0.052	0	0	0	0.090	0.057	0	0.855	0.867
ALKBH8	TRMT2A	9606.ENSP00000397673	9606.ENSP00000252136	0.070	0	0	0	0.087	0	0	0.462	0.503
ALKBH8	METTL5	9606.ENSP00000397673	9606.ENSP00000260953	0	0	0	0	0	0	0	0.456	0.456
ALKBH8	TRMT5	9606.ENSP00000397673	9606.ENSP00000261249	0.053	0	0	0	0.108	0.058	0	0.789	0.810
ALKBH8	NSUN2	9606.ENSP00000397673	9606.ENSP00000264670	0	0	0	0	0.124	0.077	0	0.860	0.877
ALKBH8	TRMT10A	9606.ENSP00000397673	9606.ENSP00000273962	0	0	0	0	0.133	0	0	0.748	0.772
ALKBH8	CDKAL1	9606.ENSP00000397673	9606.ENSP00000274695	0	0	0	0	0.187	0.057	0	0.295	0.412
ALKBH8	TRMU	9606.ENSP00000397673	9606.ENSP00000290846	0.042	0	0	0	0.062	0	0	0.561	0.571
ALKBH8	TRMT10B	9606.ENSP00000397673	9606.ENSP00000297994	0	0	0	0	0.133	0	0	0.466	0.517
ALKBH8	METTL3	9606.ENSP00000397673	9606.ENSP00000298717	0	0	0	0	0.066	0	0	0.479	0.492
ALKBH8	TRMT61B	9606.ENSP00000397673	9606.ENSP00000302801	0	0	0	0	0.146	0.057	0	0.570	0.624
ALKBH8	N6AMT1	9606.ENSP00000397673	9606.ENSP00000303584	0	0	0	0	0.062	0.115	0	0.899	0.909
ALKBH8	LCMT2	9606.ENSP00000397673	9606.ENSP00000307214	0	0	0	0	0.062	0.058	0	0.687	0.699
ALKBH8	PCMTD2	9606.ENSP00000397673	9606.ENSP00000307854	0.044	0	0	0	0.062	0	0	0.394	0.409
ALKBH8	TRMT10C	9606.ENSP00000397673	9606.ENSP00000312356	0	0	0	0	0.133	0	0	0.419	0.474
ALKBH8	METTL1	9606.ENSP00000397673	9606.ENSP00000314441	0.055	0	0	0	0.207	0.149	0	0.796	0.853
ALKBH8	NSUN3	9606.ENSP00000397673	9606.ENSP00000318986	0	0	0	0	0.124	0.077	0	0.536	0.592
ALKBH8	TRIT1	9606.ENSP00000397673	9606.ENSP00000321810	0.191	0	0	0	0.109	0	0	0.679	0.748
ALKBH8	FTSJ1	9606.ENSP00000397673	9606.ENSP00000326948	0	0	0	0	0.097	0.101	0	0.818	0.839
ALKBH8	TRMT12	9606.ENSP00000397673	9606.ENSP00000329858	0.053	0	0	0	0.086	0.058	0	0.791	0.807
ALKBH8	TRMT11	9606.ENSP00000397673	9606.ENSP00000333934	0	0	0	0	0.126	0.149	0	0.911	0.928
ALKBH8	TRMT1L	9606.ENSP00000397673	9606.ENSP00000356476	0	0	0	0	0.166	0	0	0.368	0.450
ALKBH8	PUS1	9606.ENSP00000397673	9606.ENSP00000365837	0	0	0	0	0.107	0.061	0	0.446	0.495
ALKBH8	NSUN6	9606.ENSP00000397673	9606.ENSP00000366519	0	0	0	0	0.124	0.077	0	0.405	0.477
ALKBH8	TRDMT1	9606.ENSP00000397673	9606.ENSP00000367030	0.056	0	0	0	0.111	0	0	0.499	0.543
ALKBH8	NOP2	9606.ENSP00000397673	9606.ENSP00000371858	0	0	0	0	0.124	0.077	0	0.360	0.437
ALKBH8	METTL14	9606.ENSP00000397673	9606.ENSP00000373474	0	0	0	0	0.066	0	0	0.446	0.461
ALKBH8	TRMT44	9606.ENSP00000397673	9606.ENSP00000374387	0	0	0	0	0.051	0	0	0.539	0.544
ALKBH8	TRMT61A	9606.ENSP00000397673	9606.ENSP00000374399	0	0	0	0	0.146	0.057	0	0.789	0.815
ALKBH8	WDR6	9606.ENSP00000397673	9606.ENSP00000378857	0	0	0	0	0.064	0	0	0.491	0.503
ALKBH8	WDR4	9606.ENSP00000397673	9606.ENSP00000381266	0	0	0	0	0.099	0	0	0.797	0.809
ALKBH8	THADA	9606.ENSP00000397673	9606.ENSP00000385995	0	0	0	0	0.093	0	0	0.491	0.518
ALKBH8	CTU2	9606.ENSP00000397673	9606.ENSP00000388320	0	0	0	0	0.136	0	0.900	0.875	0.988
ALKBH8	FTSJ3	9606.ENSP00000397673	9606.ENSP00000396673	0	0	0	0	0.205	0.101	0	0.333	0.482
ALKBH8	NSUN4	9606.ENSP00000397673	9606.ENSP00000419740	0	0	0	0	0.124	0.077	0	0.432	0.500
ALKBH8	HEMK1	9606.ENSP00000397673	9606.ENSP00000404843	0	0	0	0	0.062	0.103	0	0.505	0.548
ALKBH8	TRMT1	9606.ENSP00000397673	9606.ENSP00000466967	0	0	0	0	0.166	0	0	0.738	0.772
ALKBH8	WBSCR22	9606.ENSP00000397673	9606.ENSP00000401191	0	0	0	0	0.162	0	0	0.916	0.926
ALKBH8	TRMT112	9606.ENSP00000397673	9606.ENSP00000438349	0	0	0	0	0.145	0.870	0.800	0.994	0.999
ASH2L	SETD1A	9606.ENSP00000340896	9606.ENSP00000262519	0	0	0	0	0.065	0.976	0.900	0.993	0.999
ASH2L	EED	9606.ENSP00000340896	9606.ENSP00000263360	0	0	0	0	0.068	0	0.900	0.412	0.940
ASH2L	RBBP5	9606.ENSP00000340896	9606.ENSP00000264515	0	0	0	0	0.159	0.998	0.900	0.995	0.999
ASH2L	SETDB1	9606.ENSP00000340896	9606.ENSP00000271640	0	0	0	0	0.062	0.258	0	0.498	0.620
ASH2L	KMT2D	9606.ENSP00000340896	9606.ENSP00000301067	0	0	0	0	0.065	0.920	0.900	0.989	0.999
ASH2L	SMYD4	9606.ENSP00000340896	9606.ENSP00000304360	0	0	0	0	0.062	0.258	0	0.295	0.467
ASH2L	SUZ12	9606.ENSP00000340896	9606.ENSP00000316578	0	0	0	0	0.062	0.042	0.900	0.471	0.946
ASH2L	EZH2	9606.ENSP00000340896	9606.ENSP00000320147	0	0	0	0	0.062	0.258	0.900	0.567	0.965
ASH2L	CARM1	9606.ENSP00000340896	9606.ENSP00000325690	0	0	0	0	0.062	0	0	0.418	0.431
ASH2L	SUV39H1	9606.ENSP00000340896	9606.ENSP00000337976	0	0	0	0	0.063	0.258	0	0.488	0.612
ASH2L	NSD1	9606.ENSP00000340896	9606.ENSP00000395929	0	0	0	0	0.062	0.258	0	0.267	0.445
ASH2L	WDR4	9606.ENSP00000340896	9606.ENSP00000381266	0	0	0	0	0	0	0	0.536	0.536
ASH2L	EHMT1	9606.ENSP00000340896	9606.ENSP00000417980	0	0	0	0	0.062	0.258	0	0.389	0.538
ASH2L	SUV39H2	9606.ENSP00000340896	9606.ENSP00000346997	0	0	0	0	0.063	0.258	0	0.402	0.548
ASH2L	POLR2B	9606.ENSP00000340896	9606.ENSP00000370625	0	0	0	0	0.078	0	0.600	0.107	0.641
ASH2L	SETD2	9606.ENSP00000340896	9606.ENSP00000386759	0	0	0	0	0.186	0.258	0	0.634	0.760
ASH2L	PRMT1	9606.ENSP00000340896	9606.ENSP00000406162	0	0	0	0	0.070	0.270	0.600	0.297	0.783
ASH2L	WDR5	9606.ENSP00000340896	9606.ENSP00000351446	0	0	0	0	0.076	0.995	0.900	0.995	0.999
ASH2L	KMT2B	9606.ENSP00000340896	9606.ENSP00000398837	0	0	0	0	0.062	0.913	0.500	0.985	0.999
ASH2L	SETD1B	9606.ENSP00000340896	9606.ENSP00000442924	0	0	0	0	0.065	0.971	0.900	0.875	0.999
ASMTL	NDUFAF7	9606.ENSP00000370718	9606.ENSP00000002125	0	0	0	0	0	0	0	0.583	0.583
ASMTL	METTL25	9606.ENSP00000370718	9606.ENSP00000248306	0	0	0	0	0.052	0	0	0.547	0.552
ASMTL	RSAD1	9606.ENSP00000370718	9606.ENSP00000258955	0.207	0	0	0	0	0	0	0.617	0.683
ASMTL	METTL20	9606.ENSP00000370718	9606.ENSP00000350353	0	0	0	0	0.062	0	0	0.559	0.569
ASMTL	METTL13	9606.ENSP00000370718	9606.ENSP00000354920	0	0	0	0	0.062	0	0	0.541	0.551
ASMTL	RRNAD1	9606.ENSP00000370718	9606.ENSP00000357199	0	0	0	0	0.055	0	0	0.707	0.711
ASMTL	SETD4	9606.ENSP00000370718	9606.ENSP00000382163	0	0	0	0	0.109	0	0	0.650	0.675
BCDIN3D	TRMT5	9606.ENSP00000335201	9606.ENSP00000261249	0	0	0	0	0	0	0	0.512	0.512
BCDIN3D	METTL16	9606.ENSP00000335201	9606.ENSP00000263092	0	0	0	0	0.062	0.154	0	0.452	0.527
BCDIN3D	CDKAL1	9606.ENSP00000335201	9606.ENSP00000274695	0	0	0	0	0.064	0	0	0.489	0.501
BCDIN3D	METTL3	9606.ENSP00000335201	9606.ENSP00000298717	0	0	0	0	0	0	0	0.591	0.591
BCDIN3D	SUV420H1	9606.ENSP00000335201	9606.ENSP00000305899	0	0	0	0	0.062	0	0	0.474	0.486
BCDIN3D	METTL1	9606.ENSP00000335201	9606.ENSP00000314441	0	0	0	0	0.062	0	0	0.650	0.658
BCDIN3D	PRMT3	9606.ENSP00000335201	9606.ENSP00000331879	0	0	0	0	0	0	0	0.496	0.496
BCDIN3D	WDR4	9606.ENSP00000335201	9606.ENSP00000381266	0	0	0	0	0	0	0	0.436	0.436
BCDIN3D	PRMT6	9606.ENSP00000335201	9606.ENSP00000359095	0	0	0	0	0	0	0	0.442	0.442
BCDIN3D	METTL21A	9606.ENSP00000335201	9606.ENSP00000415115	0	0	0	0	0	0	0	0.447	0.447
BCDIN3D	VCPKMT	9606.ENSP00000335201	9606.ENSP00000379201	0	0	0	0	0	0	0	0.458	0.458
BCDIN3D	RNMT	9606.ENSP00000335201	9606.ENSP00000372804	0	0	0	0	0	0	0	0.559	0.559
C7orf60	RRP8	9606.ENSP00000297145	9606.ENSP00000254605	0	0	0	0	0	0	0	0.559	0.559
C7orf60	WBSCR22	9606.ENSP00000297145	9606.ENSP00000401191	0	0	0	0	0	0	0	0.414	0.414
C9orf114	UTP18	9606.ENSP00000354812	9606.ENSP00000225298	0	0	0	0	0.795	0	0	0	0.795
C9orf114	RRP9	9606.ENSP00000354812	9606.ENSP00000232888	0	0	0	0	0.634	0	0	0	0.634
C9orf114	CEBPZ	9606.ENSP00000354812	9606.ENSP00000234170	0	0	0	0	0.158	0.391	0	0	0.465
C9orf114	RRP8	9606.ENSP00000354812	9606.ENSP00000254605	0	0	0	0	0.372	0	0	0.143	0.439
C9orf114	DDX56	9606.ENSP00000354812	9606.ENSP00000258772	0	0	0	0	0.421	0.140	0	0	0.481
C9orf114	UTP6	9606.ENSP00000354812	9606.ENSP00000261708	0	0	0	0	0.472	0	0	0	0.472
C9orf114	NSUN2	9606.ENSP00000354812	9606.ENSP00000264670	0	0	0	0	0.209	0.385	0	0.179	0.565
C9orf114	DCAF13	9606.ENSP00000354812	9606.ENSP00000297579	0	0	0	0	0.413	0.391	0	0	0.627
C9orf114	WDR3	9606.ENSP00000354812	9606.ENSP00000308179	0	0	0	0	0.668	0	0	0	0.668
C9orf114	NSUN5	9606.ENSP00000354812	9606.ENSP00000309126	0	0	0	0	0.184	0.172	0	0.616	0.717
C9orf114	NSUN3	9606.ENSP00000354812	9606.ENSP00000318986	0	0	0	0	0.209	0.259	0	0.140	0.451
C9orf114	WDR6	9606.ENSP00000354812	9606.ENSP00000378857	0	0	0	0	0.083	0.386	0	0	0.412
C9orf114	NSUN6	9606.ENSP00000354812	9606.ENSP00000366519	0	0	0	0	0.245	0.172	0	0.140	0.415
C9orf114	DPH5	9606.ENSP00000354812	9606.ENSP00000359127	0	0	0	0	0.382	0	0	0.101	0.420
C9orf114	NOP2	9606.ENSP00000354812	9606.ENSP00000371858	0	0	0	0	0.274	0.172	0	0.140	0.437
C9orf114	NSUN4	9606.ENSP00000354812	9606.ENSP00000419740	0	0	0	0	0.209	0.259	0	0.140	0.451
C9orf114	NOP56	9606.ENSP00000354812	9606.ENSP00000370589	0	0	0	0	0.497	0	0	0	0.497
C9orf114	WDR36	9606.ENSP00000354812	9606.ENSP00000423067	0	0	0	0	0.523	0	0	0	0.523
C9orf114	FTSJ3	9606.ENSP00000354812	9606.ENSP00000396673	0	0	0	0	0.524	0	0	0	0.524
C9orf114	EMG1	9606.ENSP00000354812	9606.ENSP00000470560	0	0	0	0	0.435	0	0	0.251	0.558
C9orf114	NSUN7	9606.ENSP00000354812	9606.ENSP00000371201	0	0	0	0	0.184	0.172	0	0.463	0.605
C9orf114	MRM1	9606.ENSP00000354812	9606.ENSP00000481559	0	0	0	0	0.233	0	0	0.623	0.698
C9orf114	DKC1	9606.ENSP00000354812	9606.ENSP00000358563	0.159	0	0	0	0.244	0.539	0	0.455	0.819
C9orf156	PUS3	9606.ENSP00000364260	9606.ENSP00000227474	0	0	0	0	0.097	0	0	0.603	0.626
C9orf156	CDKAL1	9606.ENSP00000364260	9606.ENSP00000274695	0.211	0	0	0	0	0	0	0.569	0.645
CARM1	FBL	9606.ENSP00000325690	9606.ENSP00000221801	0	0	0	0	0.109	0.217	0	0.356	0.512
CARM1	TGS1	9606.ENSP00000325690	9606.ENSP00000260129	0	0	0	0	0.063	0.067	0.650	0.401	0.792
CARM1	SETD1A	9606.ENSP00000325690	9606.ENSP00000262519	0	0	0	0	0.112	0.057	0	0.510	0.554
CARM1	RBBP5	9606.ENSP00000325690	9606.ENSP00000264515	0	0	0	0	0	0.056	0	0.402	0.411
CARM1	SETDB1	9606.ENSP00000325690	9606.ENSP00000271640	0	0	0	0	0.096	0.057	0	0.539	0.573
CARM1	KMT2D	9606.ENSP00000325690	9606.ENSP00000301067	0	0	0	0	0.100	0.057	0	0.354	0.404
CARM1	SUV420H1	9606.ENSP00000325690	9606.ENSP00000305899	0	0	0	0	0.145	0	0	0.386	0.453
CARM1	PRMT5	9606.ENSP00000325690	9606.ENSP00000319169	0	0	0	0.547	0.146	0.298	0	0.910	0.631
CARM1	EZH2	9606.ENSP00000325690	9606.ENSP00000320147	0	0	0	0	0.065	0.119	0	0.586	0.629
CARM1	SETD2	9606.ENSP00000325690	9606.ENSP00000386759	0	0	0	0	0.062	0.057	0	0.391	0.414
CARM1	PRMT7	9606.ENSP00000325690	9606.ENSP00000343103	0	0	0	0.555	0.064	0	0	0.856	0.418
CARM1	EHMT1	9606.ENSP00000325690	9606.ENSP00000417980	0	0	0	0	0.064	0.057	0	0.398	0.423
CARM1	DNMT1	9606.ENSP00000325690	9606.ENSP00000352516	0.045	0	0	0	0.064	0	0	0.411	0.428
CARM1	KMT2B	9606.ENSP00000325690	9606.ENSP00000398837	0	0	0	0	0.090	0.057	0	0.463	0.499
CARM1	SUV39H2	9606.ENSP00000325690	9606.ENSP00000346997	0	0	0	0	0.062	0.057	0	0.480	0.500
CARM1	SUV39H1	9606.ENSP00000325690	9606.ENSP00000337976	0	0	0	0	0.085	0.057	0	0.493	0.524
CARM1	WDR5	9606.ENSP00000325690	9606.ENSP00000351446	0	0	0	0	0.149	0.270	0	0.558	0.702
CARM1	PRMT1	9606.ENSP00000325690	9606.ENSP00000406162	0	0	0	0.810	0.108	0.209	0.900	0.972	0.937
CBLL1	METTL16	9606.ENSP00000401277	9606.ENSP00000263092	0	0	0	0	0	0	0	0.537	0.537
CBLL1	ZC3H13	9606.ENSP00000401277	9606.ENSP00000282007	0	0	0	0	0.063	0	0.900	0.960	0.996
CBLL1	KIAA1429	9606.ENSP00000401277	9606.ENSP00000297591	0	0	0	0	0	0.952	0.900	0.956	0.999
CBLL1	METTL3	9606.ENSP00000401277	9606.ENSP00000298717	0	0	0	0	0.063	0.270	0.900	0.745	0.980
CBLL1	WTAP	9606.ENSP00000401277	9606.ENSP00000351141	0	0	0	0	0.123	0.914	0.900	0.984	0.999
CBLL1	RBM15	9606.ENSP00000401277	9606.ENSP00000358799	0	0	0	0	0.095	0	0.900	0.929	0.993
CBLL1	METTL14	9606.ENSP00000401277	9606.ENSP00000373474	0	0	0	0	0.085	0.270	0.900	0.800	0.984
CBLL1	RBM15B	9606.ENSP00000401277	9606.ENSP00000454545	0	0	0	0	0.095	0	0.900	0.605	0.961
CDK5RAP1	TRMT10C	9606.ENSP00000217372	9606.ENSP00000312356	0	0	0	0	0.092	0	0	0.372	0.406
CDK5RAP1	THUMPD2	9606.ENSP00000217372	9606.ENSP00000423933	0.048	0	0	0	0.062	0.057	0	0.388	0.415
CDK5RAP1	METTL2B	9606.ENSP00000217372	9606.ENSP00000262432	0	0	0	0	0.062	0	0	0.405	0.418
CDK5RAP1	TRMT1	9606.ENSP00000217372	9606.ENSP00000466967	0	0	0	0	0.294	0	0	0.214	0.421
CDK5RAP1	CDKAL1	9606.ENSP00000217372	9606.ENSP00000274695	0	0	0.252	0.616	0.062	0	0	0.861	0.423
CDK5RAP1	FTSJ2	9606.ENSP00000217372	9606.ENSP00000242257	0	0	0	0	0.142	0	0	0.354	0.423
CDK5RAP1	DIS3	9606.ENSP00000217372	9606.ENSP00000366997	0.080	0	0	0	0.062	0	0	0.412	0.448
CDK5RAP1	PUS3	9606.ENSP00000217372	9606.ENSP00000227474	0.069	0	0	0	0.065	0	0	0.423	0.454
CDK5RAP1	NSUN3	9606.ENSP00000217372	9606.ENSP00000318986	0.073	0	0	0	0.108	0	0	0.420	0.478
CDK5RAP1	CTU2	9606.ENSP00000217372	9606.ENSP00000388320	0	0	0	0	0	0	0	0.478	0.478
CDK5RAP1	PUS1	9606.ENSP00000217372	9606.ENSP00000365837	0.069	0	0	0	0.100	0	0	0.434	0.484
CDK5RAP1	EXOSC5	9606.ENSP00000217372	9606.ENSP00000221233	0.052	0	0	0	0.089	0.466	0	0	0.498
CDK5RAP1	RSAD1	9606.ENSP00000217372	9606.ENSP00000258955	0.211	0	0	0	0.062	0.059	0	0.390	0.518
CDK5RAP1	MTO1	9606.ENSP00000217372	9606.ENSP00000402038	0	0	0	0	0.122	0	0	0.485	0.529
CDK5RAP1	EXOSC2	9606.ENSP00000217372	9606.ENSP00000361433	0	0	0	0	0.107	0	0	0.549	0.580
CDK5RAP1	TRMT61B	9606.ENSP00000217372	9606.ENSP00000302801	0.136	0	0	0	0.064	0.249	0	0.462	0.630
CDK5RAP1	TRMT5	9606.ENSP00000217372	9606.ENSP00000261249	0	0	0	0	0.108	0	0	0.606	0.633
CDK5RAP1	TRMU	9606.ENSP00000217372	9606.ENSP00000290846	0.219	0	0	0	0.082	0	0	0.571	0.665
CDK5RAP1	TRIT1	9606.ENSP00000217372	9606.ENSP00000321810	0.219	0	0	0	0.088	0	0	0.646	0.726
CDKAL1	TARBP1	9606.ENSP00000274695	9606.ENSP00000040877	0	0	0	0	0.108	0	0	0.537	0.569
CDKAL1	UTP18	9606.ENSP00000274695	9606.ENSP00000225298	0	0	0	0	0.430	0	0	0	0.430
CDKAL1	PUS3	9606.ENSP00000274695	9606.ENSP00000227474	0.069	0	0	0	0.065	0	0	0.552	0.576
CDKAL1	MOCS3	9606.ENSP00000274695	9606.ENSP00000244051	0	0	0	0	0.187	0	0	0.408	0.498
CDKAL1	RSAD1	9606.ENSP00000274695	9606.ENSP00000258955	0.211	0	0	0	0.062	0.059	0	0.274	0.427
CDKAL1	METTL2B	9606.ENSP00000274695	9606.ENSP00000262432	0	0	0	0	0.063	0	0	0.421	0.434
CDKAL1	NSUN2	9606.ENSP00000274695	9606.ENSP00000264670	0.073	0	0	0	0.135	0	0	0.323	0.410
CDKAL1	TRMT10A	9606.ENSP00000274695	9606.ENSP00000273962	0	0	0	0	0.092	0	0	0.639	0.658
CDKAL1	TRMT13	9606.ENSP00000274695	9606.ENSP00000359160	0	0	0	0	0.422	0	0	0	0.422
CDKAL1	METTL2A	9606.ENSP00000274695	9606.ENSP00000309610	0	0	0	0	0.063	0	0	0.427	0.440
CDKAL1	FTSJ3	9606.ENSP00000274695	9606.ENSP00000396673	0	0	0	0	0.351	0	0	0.188	0.450
CDKAL1	TRMU	9606.ENSP00000274695	9606.ENSP00000290846	0.219	0	0	0	0.082	0	0	0.345	0.489
CDKAL1	TRIT1	9606.ENSP00000274695	9606.ENSP00000321810	0.219	0	0	0	0.100	0	0	0.336	0.492
CDKAL1	RPF1	9606.ENSP00000274695	9606.ENSP00000359688	0	0	0	0	0.508	0	0	0	0.508
CDKAL1	NSUN6	9606.ENSP00000274695	9606.ENSP00000366519	0.073	0	0	0	0.112	0	0	0.476	0.531
CDKAL1	TRMT10B	9606.ENSP00000274695	9606.ENSP00000297994	0	0	0	0	0.092	0	0	0.561	0.584
CDKAL1	CTU2	9606.ENSP00000274695	9606.ENSP00000388320	0	0	0	0	0.053	0	0	0.582	0.587
CDKAL1	TRDMT1	9606.ENSP00000274695	9606.ENSP00000367030	0	0	0	0	0.153	0	0	0.575	0.625
CDKAL1	CMTR2	9606.ENSP00000274695	9606.ENSP00000337512	0	0	0	0	0	0	0	0.640	0.640
CDKAL1	TRMT1L	9606.ENSP00000274695	9606.ENSP00000356476	0	0	0	0	0.515	0	0	0.397	0.695
CDKAL1	THADA	9606.ENSP00000274695	9606.ENSP00000385995	0	0	0	0	0	0	0	0.739	0.739
CDKAL1	TRMT1	9606.ENSP00000274695	9606.ENSP00000466967	0	0	0	0	0.506	0	0	0.681	0.835
CEBPZ	DIMT1	9606.ENSP00000234170	9606.ENSP00000199320	0	0	0	0	0.482	0	0	0	0.482
CEBPZ	TRMT6	9606.ENSP00000234170	9606.ENSP00000203001	0	0	0	0	0.405	0	0	0	0.405
CEBPZ	FBL	9606.ENSP00000234170	9606.ENSP00000221801	0	0	0	0	0.399	0.466	0	0.201	0.721
CEBPZ	UTP18	9606.ENSP00000234170	9606.ENSP00000225298	0	0	0	0	0.837	0	0	0	0.837
CEBPZ	KRR1	9606.ENSP00000234170	9606.ENSP00000229214	0	0	0	0	0.755	0.078	0	0.272	0.821
CEBPZ	SKIV2L2	9606.ENSP00000234170	9606.ENSP00000230640	0	0	0	0	0.891	0.106	0	0.107	0.906
CEBPZ	RRP9	9606.ENSP00000234170	9606.ENSP00000232888	0	0	0	0	0.826	0.059	0	0.211	0.860
CEBPZ	LARP7	9606.ENSP00000234170	9606.ENSP00000422626	0	0	0	0	0.253	0.270	0	0	0.431
CEBPZ	NOL8	9606.ENSP00000234170	9606.ENSP00000441140	0	0	0	0	0.432	0	0	0	0.432
CEBPZ	NSUN5	9606.ENSP00000234170	9606.ENSP00000309126	0	0	0	0	0.263	0.213	0	0.107	0.436
CEBPZ	NSUN7	9606.ENSP00000234170	9606.ENSP00000371201	0	0	0	0	0.263	0.213	0	0.107	0.436
CEBPZ	THADA	9606.ENSP00000234170	9606.ENSP00000385995	0	0	0	0	0.453	0	0	0	0.453
CEBPZ	SSB	9606.ENSP00000234170	9606.ENSP00000386636	0	0	0	0	0.459	0	0	0	0.459
CEBPZ	DIS3	9606.ENSP00000234170	9606.ENSP00000366997	0	0	0	0	0.186	0.389	0	0	0.481
CEBPZ	WDR4	9606.ENSP00000234170	9606.ENSP00000381266	0	0	0	0	0.487	0	0	0	0.487
CEBPZ	NOL11	9606.ENSP00000234170	9606.ENSP00000253247	0	0	0	0	0.495	0	0	0	0.495
CEBPZ	FTSJ2	9606.ENSP00000234170	9606.ENSP00000242257	0	0	0	0	0.465	0.078	0	0.059	0.495
CEBPZ	TFB2M	9606.ENSP00000234170	9606.ENSP00000355471	0	0	0	0	0.518	0	0	0	0.518
CEBPZ	DDX21	9606.ENSP00000234170	9606.ENSP00000346120	0	0	0	0	0.361	0.248	0	0.080	0.519
CEBPZ	POLR2B	9606.ENSP00000234170	9606.ENSP00000370625	0	0	0	0	0.390	0.217	0	0.082	0.523
CEBPZ	FBLL1	9606.ENSP00000234170	9606.ENSP00000473383	0	0	0	0	0.371	0.255	0	0.107	0.544
CEBPZ	FTSJ1	9606.ENSP00000234170	9606.ENSP00000326948	0	0	0	0	0.465	0.078	0	0.229	0.586
CEBPZ	NSUN4	9606.ENSP00000234170	9606.ENSP00000419740	0	0	0	0	0.497	0.259	0	0.121	0.644
CEBPZ	TRMT61B	9606.ENSP00000234170	9606.ENSP00000302801	0	0	0	0	0.659	0	0	0	0.659
CEBPZ	NSUN3	9606.ENSP00000234170	9606.ENSP00000318986	0	0	0	0	0.497	0.259	0	0.204	0.677
CEBPZ	WDR6	9606.ENSP00000234170	9606.ENSP00000378857	0	0	0	0	0.522	0.383	0	0	0.692
CEBPZ	NSUN2	9606.ENSP00000234170	9606.ENSP00000264670	0	0	0	0	0.497	0.385	0	0.107	0.699
CEBPZ	TRMT1L	9606.ENSP00000234170	9606.ENSP00000356476	0	0	0	0	0.575	0.254	0	0.288	0.754
CEBPZ	TRMT61A	9606.ENSP00000234170	9606.ENSP00000374399	0	0	0	0	0.757	0	0	0	0.757
CEBPZ	DHX15	9606.ENSP00000234170	9606.ENSP00000336741	0	0	0	0	0.684	0.138	0	0.178	0.757
CEBPZ	NSUN6	9606.ENSP00000234170	9606.ENSP00000366519	0	0	0	0	0.652	0.238	0	0.196	0.768
CEBPZ	UTP23	9606.ENSP00000234170	9606.ENSP00000308332	0	0	0	0	0.817	0	0	0	0.817
CEBPZ	TRMT11	9606.ENSP00000234170	9606.ENSP00000333934	0	0	0	0	0.823	0	0	0	0.823
CEBPZ	UTP6	9606.ENSP00000234170	9606.ENSP00000261708	0	0	0	0	0.847	0	0	0	0.847
CEBPZ	RPF1	9606.ENSP00000234170	9606.ENSP00000359688	0	0	0	0	0.851	0.159	0	0.048	0.870
CEBPZ	CIRH1A	9606.ENSP00000234170	9606.ENSP00000327179	0	0	0	0	0.854	0	0	0.182	0.876
CEBPZ	UTP3	9606.ENSP00000234170	9606.ENSP00000254803	0	0	0	0	0.877	0	0	0	0.877
CEBPZ	WDR3	9606.ENSP00000234170	9606.ENSP00000308179	0	0	0	0	0.862	0	0	0.148	0.877
CEBPZ	RRP8	9606.ENSP00000234170	9606.ENSP00000254605	0	0	0	0	0.835	0.289	0	0.057	0.879
CEBPZ	RRP1B	9606.ENSP00000234170	9606.ENSP00000339145	0	0	0	0	0.813	0.353	0	0.190	0.893
CEBPZ	DCAF13	9606.ENSP00000234170	9606.ENSP00000297579	0	0	0	0	0.835	0.391	0	0	0.895
CEBPZ	WDR36	9606.ENSP00000234170	9606.ENSP00000423067	0	0	0	0	0.858	0.059	0	0.348	0.905
CEBPZ	TRMT1	9606.ENSP00000234170	9606.ENSP00000466967	0	0	0	0	0.643	0.389	0	0.628	0.912
CEBPZ	FTSJ3	9606.ENSP00000234170	9606.ENSP00000396673	0	0	0	0	0.872	0.136	0	0.308	0.916
CEBPZ	DKC1	9606.ENSP00000234170	9606.ENSP00000358563	0	0	0	0	0.853	0.261	0	0.356	0.924
CEBPZ	NOP56	9606.ENSP00000234170	9606.ENSP00000370589	0	0	0	0	0.871	0.405	0	0.093	0.924
CEBPZ	MPHOSPH10	9606.ENSP00000234170	9606.ENSP00000244230	0	0	0	0	0.903	0.265	0	0.113	0.931
CEBPZ	UTP20	9606.ENSP00000234170	9606.ENSP00000261637	0	0	0	0	0.837	0.182	0	0.549	0.934
CEBPZ	HEATR1	9606.ENSP00000234170	9606.ENSP00000355541	0	0	0	0	0.863	0.252	0	0.451	0.939
CEBPZ	NOP2	9606.ENSP00000234170	9606.ENSP00000371858	0	0	0	0	0.865	0.775	0	0.275	0.976
